date,open,high,low,close,volume,market cap (2),book to market_for security,number of shares
2000-01-03,6.08,6.2,6.06667,6.14667,1075313.0,4556064.0,2.17,39522
2000-01-04,6.12,6.2,5.97333,6.03333,806250.0,4556064.0,2.13,39522
2000-01-05,6.0,6.13333,6.0,6.08,744375.0,4556064.0,2.15,39522
2000-01-06,6.05333,6.14667,6.04,6.12,1078125.0,4556064.0,2.16,39522
2000-01-07,6.10667,6.19333,6.10667,6.18667,1163438.0,4556064.0,2.19,39522
2000-01-10,6.16,6.16,6.0,6.08667,713438.0,4556064.0,2.15,39522
2000-01-11,6.08667,6.12,6.0,6.00667,1180313.0,4556064.0,2.12,39522
2000-01-12,5.98,6.01333,5.85333,5.96,3227813.0,4556064.0,2.11,39522
2000-01-13,5.97333,6.20667,5.96667,6.15333,2819063.0,4556064.0,2.18,39522
2000-01-14,6.12667,6.12667,6.07333,6.12,1577813.0,4556064.0,2.16,39522
2000-01-17,,,,,,4556064.0,2.16,39522
2000-01-18,6.02667,6.06667,5.99333,6.02667,1833750.0,4556064.0,2.13,39522
2000-01-19,6.02667,6.10667,6.02667,6.08,2034375.0,4556064.0,2.15,39522
2000-01-20,6.08,6.22667,6.06667,6.18667,2671875.0,4556064.0,2.19,39522
2000-01-21,6.24,6.33333,6.15333,6.16667,1301250.0,4556064.0,2.18,39522
2000-01-24,6.18667,6.28,6.10667,6.12,1238438.0,4556064.0,2.16,39522
2000-01-25,6.09333,6.15333,6.02,6.03333,1046250.0,4556064.0,2.13,39522
2000-01-26,6.05333,6.06,5.89333,5.96667,669375.0,4556064.0,2.11,39522
2000-01-27,5.93333,5.94667,5.85333,5.90667,333750.0,4556064.0,2.09,39522
2000-01-28,5.90667,5.92667,5.81333,5.86,605625.0,4556064.0,2.07,39522
2000-01-31,5.87333,5.97333,5.76,5.96667,583125.0,4556064.0,2.11,39522
2000-02-01,5.94,5.94,5.8,5.91333,328125.0,4556064.0,2.09,39522
2000-02-02,5.89333,6.03333,5.84,5.92,587813.0,4556064.0,2.09,39522
2000-02-03,5.89333,6.13333,5.89333,6.04667,871875.0,4556064.0,2.14,39522
2000-02-04,6.02,6.02,5.72,5.81333,738750.0,4556064.0,2.06,39522
2000-02-07,5.75333,5.8,5.74,5.76,904688.0,4556064.0,2.04,39522
2000-02-08,5.76667,5.77333,5.66,5.68,513750.0,4556064.0,2.01,39522
2000-02-09,5.7,5.7,5.62667,5.64,579375.0,4556064.0,1.99,39522
2000-02-10,5.64,5.77333,5.64,5.64,534375.0,4556064.0,1.99,39522
2000-02-11,5.64,5.66667,5.50667,5.52667,816563.0,4556064.0,1.95,39522
2000-02-14,5.54,5.6,5.52,5.55333,527813.0,4556064.0,1.96,39522
2000-02-15,5.50667,5.62,5.44667,5.6,849375.0,4556064.0,1.98,39522
2000-02-16,5.56667,5.58,5.45333,5.46,392813.0,4556064.0,1.93,39522
2000-02-17,5.46,5.50667,5.28667,5.3,854063.0,4556064.0,1.87,39522
2000-02-18,5.28,5.4,5.28,5.36,933750.0,4556064.0,1.9,39522
2000-02-21,,,,,,4556064.0,1.9,39522
2000-02-22,5.42667,5.42667,5.32667,5.37333,742500.0,4556064.0,1.9,39522
2000-02-23,5.30667,5.41333,5.19333,5.35333,1015313.0,4556064.0,1.89,39522
