date,open,high,low,close,volume,market cap,market cap (2),book to market_for security,number of shares
2004-08-02,5.2075,5.2075,5.0,5.0825,1006000.0,,908450.0,0.9,29555
2004-08-03,5.0825,5.0975,5.005,5.0125,820000.0,,908450.0,0.89,29555
2004-08-04,5.0275,5.2325,4.95,5.175,1902800.0,,908450.0,0.92,29555
2004-08-05,5.1375,5.14,4.9625,4.9775,1291200.0,,908450.0,0.89,29555
2004-08-06,4.9775,5.045,4.8075,4.8225,2024400.0,,908450.0,0.86,29555
2004-08-09,4.825,4.9,4.685,4.72,1323200.0,,908450.0,0.84,29555
2004-08-10,4.775,4.96,4.75,4.9475,1192400.0,,908450.0,0.88,29555
2004-08-11,4.9125,5.075,4.8175,5.0075,1773600.0,,908450.0,0.89,29555
2004-08-12,4.995,4.9975,4.8625,4.95,1142400.0,,908450.0,0.88,29555
2004-08-13,4.95,5.0,4.8375,4.895,846400.0,,908450.0,0.87,29555
2004-08-16,4.9375,5.1,4.93,5.0875,1057200.0,,908450.0,0.9,29555
2004-08-17,5.1025,5.1925,5.0875,5.1425,566000.0,,908450.0,0.91,29555
2004-08-18,5.125,5.37,5.0625,5.34,942800.0,,908450.0,0.95,29555
2004-08-19,5.32,5.3275,5.11,5.1525,888000.0,,908450.0,0.92,29555
2004-08-20,5.155,5.41,5.1525,5.3575,494800.0,,908450.0,0.95,29555
2004-08-23,5.36,5.4125,5.26,5.34,819600.0,,908450.0,0.95,29555
2004-08-24,5.38,5.5375,5.3625,5.49,1158000.0,,908450.0,0.98,29555
2004-08-25,5.5,5.6225,5.405,5.6175,908800.0,,908450.0,1.0,29555
2004-08-26,5.6275,5.855,5.6125,5.8175,1790800.0,,908450.0,1.03,29555
2004-08-27,5.725,5.7275,5.5675,5.7075,1747200.0,,908450.0,1.01,29555
2004-08-30,5.71,5.955,5.625,5.9,2049200.0,,908450.0,1.05,29555
2004-08-31,5.9,5.94,5.8125,5.885,1939200.0,,908450.0,1.05,29555
2004-09-01,5.8875,5.895,5.675,5.7325,1741600.0,,908450.0,1.02,29555
2004-09-02,5.7325,5.8875,5.6975,5.8125,1490400.0,,908450.0,1.04,29555
2004-09-03,5.8225,5.865,5.7775,5.845,1445200.0,,908450.0,1.04,29555
2004-09-06,,,,,,,908450.0,1.04,29555
2004-09-07,5.9,5.95,5.7625,5.8725,1658000.0,,908450.0,1.04,29555
2004-09-08,5.85,5.9225,5.7675,5.8825,2579200.0,,908450.0,1.05,29555
2004-09-09,5.8575,5.93,5.7975,5.9275,2547200.0,,908450.0,1.05,29555
2004-09-10,5.8775,6.16,5.8375,6.155,1531600.0,,908450.0,1.09,29555
2004-09-13,6.155,6.1925,6.0425,6.125,1956000.0,,908450.0,1.09,29555
2004-09-14,6.125,6.25,6.095,6.225,1332000.0,,908450.0,1.11,29555
2004-09-15,6.245,6.245,6.0875,6.155,1272400.0,,908450.0,1.09,29555
2004-09-16,6.2025,6.275,6.1675,6.255,1099600.0,,908450.0,1.11,29555
2004-09-17,6.3,6.3,6.1025,6.22,1190000.0,,908450.0,1.11,29555
2004-09-20,6.22,6.3325,6.125,6.3025,1516400.0,,908450.0,1.12,29555
2004-09-21,6.35,6.425,6.2975,6.4125,1221200.0,,908450.0,1.14,29555
2004-09-22,6.3875,6.3875,6.2025,6.2025,2272400.0,,908450.0,1.1,29555
2004-09-23,6.205,6.24,6.1175,6.1675,1388400.0,,908450.0,1.1,29555
2004-09-24,6.17,6.2,6.0225,6.0575,1112800.0,,908450.0,1.08,29555
2004-09-27,6.05,6.1575,5.9,6.06,1527600.0,,908450.0,1.08,29555
2004-09-28,6.06,6.1375,5.975,6.1125,1467200.0,,908450.0,1.09,29555
2004-09-29,6.1125,6.325,6.0425,6.26,2593200.0,,908450.0,1.11,29555
2004-09-30,6.26,6.2725,6.14,6.195,1436000.0,,908450.0,1.0,26887
2004-10-01,6.225,6.375,6.13,6.375,2844400.0,,908450.0,1.03,26887
2004-10-04,6.405,6.515,6.4,6.49,1169200.0,,908450.0,1.05,26887
2004-10-05,6.4375,6.4375,6.1475,6.2075,1449600.0,,908450.0,1.0,26887
2004-10-06,6.2075,6.3475,6.1775,6.335,1143200.0,,908450.0,1.02,26887
2004-10-07,6.3,6.3,6.155,6.1625,1231200.0,,908450.0,1.0,26887
2004-10-08,6.1575,6.245,6.1325,6.1525,821600.0,,908450.0,1.0,26887
2004-10-11,6.1525,6.2125,6.1225,6.1575,917600.0,,908450.0,1.0,26887
2004-10-12,6.095,6.1825,6.045,6.145,1755200.0,,908450.0,0.99,26887
2004-10-13,6.375,6.375,6.21,6.255,2947200.0,,908450.0,1.01,26887
2004-10-14,6.255,6.325,6.12,6.1675,1720400.0,,908450.0,1.0,26887
2004-10-15,6.15,6.2375,6.0925,6.1375,1190800.0,,908450.0,0.99,26887
2004-10-18,6.1425,6.1425,5.9375,6.045,1738000.0,,908450.0,0.98,26887
2004-10-19,6.125,6.135,5.9,5.9375,1246000.0,,908450.0,0.96,26887
2004-10-20,5.8875,5.8875,5.7325,5.8,2038400.0,,908450.0,0.94,26887
2004-10-21,6.025,6.15,5.895,6.15,2633200.0,,908450.0,0.99,26887
2004-10-22,6.375,6.47,6.225,6.2825,2767600.0,,908450.0,1.02,26887
2004-10-25,6.2825,6.505,6.225,6.405,2016800.0,,908450.0,1.04,26887
2004-10-26,6.4625,6.7,6.3025,6.6725,2386400.0,,908450.0,1.08,26887
2004-10-27,6.65,6.6625,6.5075,6.63,3360000.0,,908450.0,1.07,26887
2004-10-28,6.675,6.74,6.6,6.65,2896000.0,,908450.0,1.08,26887
2004-10-29,6.6625,6.72,6.585,6.585,1596800.0,,908450.0,1.07,26887
2004-11-01,6.5875,6.72,6.4625,6.64,2361200.0,,908450.0,1.07,26887
2004-11-02,6.695,7.1075,6.645,7.0175,2548400.0,,908450.0,1.14,26887
2004-11-03,6.9875,7.05,6.8275,6.875,2235200.0,,908450.0,1.11,26887
2004-11-04,6.925,7.065,6.85,7.065,1185200.0,,908450.0,1.14,26887
2004-11-05,7.125,7.2,7.065,7.105,1556400.0,,908450.0,1.15,26887
2004-11-08,7.0425,7.21,7.015,7.0825,1783200.0,,908450.0,1.15,26887
2004-11-09,7.1625,7.2275,7.115,7.22,1196800.0,,908450.0,1.17,26887
2004-11-10,7.225,7.24,6.9525,7.015,1143200.0,,908450.0,1.13,26887
2004-11-11,7.025,7.185,7.0,7.165,1246000.0,,908450.0,1.16,26887
2004-11-12,7.1875,7.2225,7.05,7.21,1015200.0,,908450.0,1.17,26887
2004-11-15,7.21,7.4375,7.145,7.345,4438800.0,,908450.0,1.19,26887
2004-11-16,7.345,7.345,7.1275,7.1425,1892800.0,,908450.0,1.16,26887
2004-11-17,7.1425,7.25,7.1075,7.2125,1740000.0,,908450.0,1.17,26887
2004-11-18,7.26,7.3525,7.25,7.2675,2755200.0,,908450.0,1.18,26887
2004-11-19,7.2675,7.27,7.035,7.075,1425600.0,,908450.0,1.14,26887
2004-11-22,7.075,7.2575,7.045,7.1725,1268800.0,,908450.0,1.16,26887
2004-11-23,7.225,7.3975,7.195,7.3575,2875600.0,,908450.0,1.19,26887
2004-11-24,7.3575,7.37,7.1575,7.2225,1719200.0,,908450.0,1.17,26887
2004-11-25,,,,,,,908450.0,1.17,26887
2004-11-26,7.2375,7.3725,7.2325,7.3575,682000.0,,908450.0,1.19,26887
2004-11-29,7.375,7.6425,7.34,7.595,4872400.0,,908450.0,1.23,26887
2004-11-30,7.5875,7.85,7.5525,7.8075,3246000.0,,908450.0,1.26,26887
2004-12-01,7.85,8.1,7.8275,8.04,3237600.0,,908450.0,1.3,26887
2004-12-02,8.085,8.3675,8.0725,8.225,7308000.0,,908450.0,1.33,26887
2004-12-03,8.2625,8.41,8.2125,8.225,7256800.0,,908450.0,1.33,26887
2004-12-06,8.225,8.325,8.1,8.19,2651200.0,,908450.0,1.32,26887
2004-12-07,8.17,8.17,7.9275,8.08,2567200.0,,908450.0,1.31,26887
2004-12-08,8.08,8.185,7.995,8.0625,2019600.0,,908450.0,1.3,26887
2004-12-09,8.0625,8.075,7.9025,8.015,1949200.0,,908450.0,1.3,26887
2004-12-10,7.95,8.0675,7.865,7.9825,2199600.0,,908450.0,1.29,26887
2004-12-13,7.9875,8.0325,7.9375,7.995,2304000.0,,908450.0,1.29,26887
2004-12-14,7.9975,8.1175,7.99,8.015,2029200.0,,908450.0,1.3,26887
2004-12-15,8.025,8.1825,8.01,8.095,2214800.0,,908450.0,1.31,26887
2004-12-16,8.095,8.1425,7.98,8.025,1381600.0,,908450.0,1.3,26887
2004-12-17,8.025,8.0575,7.915,7.925,1037200.0,,908450.0,1.28,26887
2004-12-20,7.9875,8.05,7.97,7.975,1450400.0,,908450.0,1.29,26887
2004-12-21,7.9875,8.0625,7.9625,8.0225,1853200.0,,908450.0,1.3,26887
2004-12-22,8.0225,8.12,7.9875,8.075,3525200.0,,908450.0,1.31,26887
2004-12-23,8.0825,8.0875,7.9775,8.02,769600.0,,908450.0,1.3,26887
2004-12-24,,,,,,,908450.0,1.3,26887
2004-12-27,8.0225,8.1125,7.93,7.9925,1089600.0,,908450.0,1.29,26887
2004-12-28,7.995,8.105,7.995,8.0675,698000.0,,908450.0,1.31,26887
2004-12-29,8.07,8.22,8.05,8.21,1451200.0,,908450.0,1.33,26887
2004-12-30,8.25,8.33,8.2,8.2975,1684400.0,,908450.0,1.34,26887
2004-12-31,8.3,8.4175,8.27,8.3725,1701600.0,,908450.0,1.37,27126
2005-01-03,8.425,8.5,8.18,8.2,2088400.0,,1194982.0,1.08,27126
2005-01-04,8.2,8.2275,7.7925,7.815,1828800.0,,1194982.0,1.02,27126
2005-01-05,7.815,7.8175,7.535,7.6375,4795200.0,,1194982.0,1.0,27126
2005-01-06,7.675,7.8,7.4,7.475,2708000.0,,1194982.0,0.98,27126
2005-01-07,7.5,7.5625,7.4425,7.4425,974400.0,,1194982.0,0.98,27126
2005-01-10,7.3875,7.5175,7.3775,7.4375,1193600.0,,1194982.0,0.98,27126
2005-01-11,7.475,7.6675,7.45,7.6025,1572400.0,,1194982.0,1.0,27126
2005-01-12,7.5875,7.5875,7.3975,7.545,1717200.0,,1194982.0,0.99,27126
2005-01-13,7.545,7.6625,7.445,7.4625,1104800.0,,1194982.0,0.98,27126
2005-01-14,7.525,7.7,7.5125,7.685,971200.0,,1194982.0,1.01,27126
2005-01-17,,,,,,,1194982.0,1.01,27126
2005-01-18,7.7625,7.9975,7.72,7.8375,1997200.0,,1194982.0,1.03,27126
2005-01-19,7.8575,7.8575,7.5425,7.57,1861200.0,,1194982.0,0.99,27126
2005-01-20,7.5725,7.65,7.38,7.405,1743200.0,,1194982.0,0.97,27126
2005-01-21,7.4125,7.5,7.21,7.215,2292000.0,,1194982.0,0.95,27126
2005-01-24,7.2175,7.2175,6.8625,6.915,3212800.0,,1194982.0,0.91,27126
2005-01-25,6.9175,7.2125,6.9175,7.0475,1862000.0,,1194982.0,0.92,27126
2005-01-26,7.1325,7.2125,7.09,7.1875,1420800.0,,1194982.0,0.94,27126
2005-01-27,7.17,7.1975,7.09,7.1575,972400.0,,1194982.0,0.94,27126
2005-01-28,7.3625,7.3875,7.165,7.26,1920000.0,,1194982.0,0.95,27126
2005-01-31,7.375,7.4475,7.2875,7.4475,1491200.0,,1194982.0,0.98,27126
2005-02-01,7.4075,7.425,7.2975,7.38,1439200.0,,1194982.0,0.97,27126
2005-02-02,7.3625,7.55,7.31,7.4725,1872400.0,,1194982.0,0.98,27126
2005-02-03,7.55,7.63,7.415,7.52,1991200.0,,1194982.0,0.99,27126
2005-02-04,7.5225,7.7175,7.5175,7.625,1818000.0,,1194982.0,1.0,27126
2005-02-07,7.675,7.98,7.675,7.7875,2036400.0,,1194982.0,1.02,27126
2005-02-08,7.8,7.805,7.495,7.555,1056000.0,,1194982.0,0.99,27126
2005-02-09,7.6,7.6425,7.23,7.28,1600400.0,,1194982.0,0.95,27126
2005-02-10,7.28,7.3625,7.1375,7.2775,709600.0,,1194982.0,0.95,27126
2005-02-11,7.2875,7.35,7.125,7.35,1548800.0,,1194982.0,0.96,27126
2005-02-14,7.35,7.3775,7.285,7.365,810000.0,,1194982.0,0.97,27126
2005-02-15,7.4125,7.4425,7.2225,7.3175,791200.0,,1194982.0,0.96,27126
2005-02-16,7.3175,7.3425,7.2225,7.2525,938800.0,,1194982.0,0.95,27126
2005-02-17,7.255,7.3375,7.1625,7.19,850000.0,,1194982.0,0.94,27126
2005-02-18,7.175,7.225,7.1125,7.15,578800.0,,1194982.0,0.94,27126
2005-02-21,,,,,,,1194982.0,0.94,27126
2005-02-22,7.0875,7.175,7.035,7.0375,1069200.0,,1194982.0,0.92,27126
2005-02-23,7.0775,7.1575,7.025,7.11,1212400.0,,1194982.0,0.93,27126
2005-02-24,7.1175,7.295,7.05,7.2425,934000.0,,1194982.0,0.95,27126
2005-02-25,7.2625,7.41,7.1275,7.385,947200.0,,1194982.0,0.97,27126
2005-02-28,7.375,7.375,7.0575,7.09,1142400.0,,1194982.0,0.93,27126
2005-03-01,7.15,7.5375,7.15,7.5125,1864000.0,,1194982.0,0.98,27126
2005-03-02,7.4875,7.5,7.2575,7.2575,976800.0,,1194982.0,0.95,27126
2005-03-03,7.2875,7.5025,7.21,7.4875,1242000.0,,1194982.0,0.98,27126
2005-03-04,7.53,7.7075,7.515,7.6,812400.0,,1194982.0,1.0,27126
2005-03-07,7.6,7.835,7.55,7.675,1228400.0,,1194982.0,1.01,27126
2005-03-08,7.675,7.7475,7.4125,7.42,3018000.0,,1194982.0,0.97,27126
2005-03-09,7.42,7.525,7.325,7.38,1429200.0,,1194982.0,0.97,27126
2005-03-10,7.3825,7.3825,7.24,7.25,1180400.0,,1194982.0,0.95,27126
2005-03-11,7.275,7.3775,7.195,7.37,980800.0,,1194982.0,0.97,27126
2005-03-14,7.4325,7.5625,7.4025,7.425,883200.0,,1194982.0,0.97,27126
2005-03-15,7.4875,7.555,7.3675,7.3675,1094800.0,,1194982.0,0.97,27126
2005-03-16,7.37,7.4025,7.12,7.1825,1667600.0,,1194982.0,0.94,27126
2005-03-17,7.2325,7.3175,7.115,7.3,1188000.0,,1194982.0,0.96,27126
2005-03-18,7.3375,7.3375,7.1125,7.1625,1169600.0,,1194982.0,0.94,27126
2005-03-21,7.16,7.2575,7.0725,7.2075,969600.0,,1194982.0,0.94,27126
2005-03-22,7.1875,7.435,7.1875,7.22,1618800.0,,1194982.0,0.95,27126
2005-03-23,7.24,7.525,7.15,7.4,1369200.0,,1194982.0,0.97,27126
2005-03-24,7.37,7.4125,7.3075,7.3075,856000.0,,1194982.0,0.96,27126
2005-03-25,,,,,,,1194982.0,0.96,27126
2005-03-28,7.33,7.41,7.2425,7.25,557200.0,,1194982.0,0.95,27126
2005-03-29,7.275,7.35,7.1375,7.25,898400.0,,1194982.0,0.95,27126
2005-03-30,7.345,7.5225,7.3325,7.485,6028000.0,,1194982.0,0.98,27126
2005-03-31,7.4875,7.4875,7.3475,7.36,2314400.0,,1194982.0,0.97,27183
2005-04-01,7.36,7.4825,7.285,7.3475,1037200.0,,1194982.0,0.97,27183
2005-04-04,7.3225,7.4975,7.2275,7.425,1425200.0,,1194982.0,0.98,27183
2005-04-05,7.48,7.7025,7.48,7.6575,1486800.0,,1194982.0,1.01,27183
2005-04-06,7.7475,7.8525,7.7175,7.8375,1465200.0,,1194982.0,1.03,27183
2005-04-07,7.825,7.85,7.725,7.75,4256400.0,,1194982.0,1.02,27183
2005-04-08,7.785,7.875,7.695,7.695,1221200.0,,1194982.0,1.01,27183
2005-04-11,7.7125,7.765,7.5375,7.5625,1274000.0,,1194982.0,0.99,27183
2005-04-12,7.55,7.715,7.39,7.715,1428400.0,,1194982.0,1.01,27183
2005-04-13,7.74,7.8675,7.625,7.6475,1109600.0,,1194982.0,1.0,27183
2005-04-14,7.6475,7.7475,7.5175,7.5375,1594400.0,,1194982.0,0.99,27183
2005-04-15,7.5375,7.665,7.5,7.5,1594800.0,,1194982.0,0.99,27183
2005-04-18,7.5,7.6525,7.4225,7.5175,1316400.0,,1194982.0,0.99,27183
2005-04-19,7.4925,7.555,7.46,7.525,1893200.0,,1194982.0,0.99,27183
2005-04-20,7.525,7.525,7.2725,7.2725,1870400.0,,1194982.0,0.96,27183
2005-04-21,7.275,7.2975,7.0625,7.2325,2410000.0,,1194982.0,0.95,27183
2005-04-22,7.2,7.2,6.8325,6.895,1787600.0,,1194982.0,0.91,27183
2005-04-25,6.95,6.9925,6.905,6.92,1329600.0,,1194982.0,0.91,27183
2005-04-26,6.92,6.9275,6.745,6.7875,1154000.0,,1194982.0,0.89,27183
2005-04-27,6.75,6.7725,6.575,6.725,1760000.0,,1194982.0,0.88,27183
2005-04-28,6.6925,6.8,6.63,6.6425,1418000.0,,1194982.0,0.87,27183
2005-04-29,6.68,6.6825,6.3875,6.6675,1982800.0,,1194982.0,0.88,27183
2005-05-02,6.78,6.9075,6.6925,6.7825,1498000.0,,1194982.0,0.89,27183
2005-05-03,6.7875,6.885,6.7675,6.8,1094400.0,,1194982.0,0.89,27183
2005-05-04,6.8,6.8775,6.7375,6.855,1213600.0,,1194982.0,0.9,27183
2005-05-05,6.855,6.9075,6.7725,6.7975,965200.0,,1194982.0,0.89,27183
2005-05-06,6.8125,6.845,6.65,6.7825,676800.0,,1194982.0,0.89,27183
2005-05-09,6.8075,6.9225,6.7525,6.92,1063200.0,,1194982.0,0.91,27183
2005-05-10,6.9025,6.9175,6.83,6.845,1661600.0,,1194982.0,0.9,27183
2005-05-11,6.8875,6.91,6.6775,6.875,1350800.0,,1194982.0,0.9,27183
2005-05-12,6.875,6.8875,6.67,6.7425,1338000.0,,1194982.0,0.89,27183
2005-05-13,6.775,6.79,6.6675,6.7175,959200.0,,1194982.0,0.88,27183
2005-05-16,6.735,6.9,6.725,6.85,1182400.0,,1194982.0,0.9,27183
2005-05-17,6.8375,6.9075,6.83,6.86,1309600.0,,1194982.0,0.9,27183
2005-05-18,6.9225,7.1125,6.905,7.0875,1511200.0,,1194982.0,0.93,27183
2005-05-19,7.0875,7.1075,6.98,7.0925,1246000.0,,1194982.0,0.93,27183
2005-05-20,7.125,7.1375,7.05,7.1075,714400.0,,1194982.0,0.93,27183
2005-05-23,7.11,7.1625,7.085,7.12,995200.0,,1194982.0,0.94,27183
2005-05-24,7.1225,7.125,7.035,7.055,1044800.0,,1194982.0,0.93,27183
2005-05-25,7.0525,7.0775,6.9575,6.9725,1071200.0,,1194982.0,0.92,27183
2005-05-26,7.0125,7.1975,7.0125,7.175,2554800.0,,1194982.0,0.94,27183
2005-05-27,7.1925,7.2475,7.11,7.1775,1203200.0,,1194982.0,0.94,27183
2005-05-30,,,,,,,1194982.0,0.94,27183
2005-05-31,7.175,7.48,7.1625,7.38,1576400.0,,1194982.0,0.97,27183
2005-06-01,7.3875,7.525,7.28,7.415,1290800.0,,1194982.0,0.97,27183
2005-06-02,7.305,7.635,7.19,7.6125,1407200.0,,1194982.0,1.0,27183
2005-06-03,7.5875,7.5875,7.39,7.485,7026800.0,,1194982.0,0.98,27183
2005-06-06,7.485,7.635,7.415,7.605,1272400.0,,1194982.0,1.0,27183
2005-06-07,7.6125,7.8025,7.5775,7.68,4566000.0,,1194982.0,1.01,27183
2005-06-08,7.7,7.8,7.5425,7.5625,2112800.0,,1194982.0,0.99,27183
2005-06-09,7.5625,7.6325,7.51,7.55,2508800.0,,1194982.0,0.99,27183
2005-06-10,7.5525,7.71,7.55,7.7075,1384800.0,,1194982.0,1.01,27183
2005-06-13,7.615,7.6625,7.47,7.535,1554800.0,,1194982.0,0.99,27183
2005-06-14,7.5525,7.6875,7.5425,7.6175,1427200.0,,1194982.0,1.0,27183
2005-06-15,7.6425,7.6625,7.5525,7.6575,1217200.0,,1194982.0,1.01,27183
2005-06-16,7.6375,7.6725,7.5625,7.65,624800.0,,1194982.0,1.01,27183
2005-06-17,7.65,7.71,7.5375,7.5975,1834400.0,,1194982.0,1.0,27183
2005-06-20,7.5725,7.665,7.465,7.6,1496000.0,,1194982.0,1.0,27183
2005-06-21,7.6125,7.7125,7.505,7.6975,1098800.0,,1194982.0,1.01,27183
2005-06-22,7.6975,7.725,7.625,7.7125,749200.0,,1194982.0,1.01,27183
2005-06-23,7.675,7.75,7.42,7.44,1382000.0,,1194982.0,0.98,27183
